Date,BE,TWLO,ZM,SLP,DKNG,SPY,weekday,BE_Weight,TWLO_Weight,ZM_Weight,SLP_Weight,DKNG_Weight,BE_Holding,TWLO_Holding,ZM_Holding,SLP_Holding,DKNG_Holding,Portfolio,SPY_Bench
2019-08-19,5.400000095367432,125.61000061035156,93.16999816894531,37.09762954711914,9.779999732971191,285.4658508300781,0,0.2,0.2,0.2,0.2,0.2,377.0,13.0,18.0,46.0,177.0,8783.340922832489,9705.838928222656
2019-08-20,5.489999771118164,126.86000061035156,91.41000366210938,36.76985549926758,9.850000381469727,283.2784729003906,1,0.2,0.2,0.2,0.2,0.2,321.0,14.0,19.0,48.0,179.0,8799.153408050537,9631.468078613281
2019-08-21,5.300000190734863,131.05999755859375,93.01000213623047,37.39560317993164,9.850000381469727,285.5830383300781,2,0.2,0.2,0.2,0.2,0.2,321.0,14.0,19.0,48.0,179.0,8861.469088554382,9709.823303222656
2019-08-22,4.96999979019165,130.5,93.87999725341797,36.898983001708984,9.850000381469727,285.4951477050781,3,0.2,0.2,0.2,0.2,0.2,321.0,14.0,19.0,48.0,179.0,8740.391132831573,9706.835021972656
2019-08-23,4.650000095367432,127.95999908447266,91.62999725341797,35.60776138305664,9.850000381469727,278.1614990234375,4,0.2,0.2,0.2,0.2,0.2,321.0,14.0,19.0,48.0,179.0,8497.382580280304,9457.490966796875
2019-08-26,4.670000076293945,129.97999572753906,91.76000213623047,36.392425537109375,9.850000381469727,281.237548828125,0,0.2,0.2,0.2,0.2,0.2,321.0,14.0,19.0,48.0,179.0,8572.216499328613,9562.07666015625
2019-08-27,4.400000095367432,131.47999572753906,91.7300033569336,35.756752014160156,9.850000381469727,280.13409423828125,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8475.464199543,9524.559204101562
2019-08-28,4.269999980926514,130.91000366210938,90.16000366210938,35.945465087890625,9.850000381469727,282.1066589355469,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9591.626403808594
2019-08-29,4.179999828338623,132.0500030517578,90.87000274658203,36.08452224731445,9.850000381469727,285.7099914550781,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9714.139709472656
2019-08-30,4.480000019073486,130.47000122070312,91.66999816894531,35.86600875854492,9.850000381469727,285.5830383300781,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9709.823303222656
2019-09-03,4.449999809265137,129.6999969482422,92.45999908447266,35.031681060791016,9.850000381469727,283.9131774902344,1,0.0,0.03,0.04,0.0,0.94,0.0,2.0,4.0,0.0,805.0,8471.000328063965,9653.048034667969
2019-09-04,4.489999771118164,132.32000732421875,93.52999877929688,35.52830123901367,9.850000381469727,287.1357421875,2,0.0,0.03,0.04,0.0,0.94,0.0,2.0,4.0,0.0,805.0,8568.010316848755,9762.615234375
2019-09-05,4.630000114440918,129.72999572753906,92.69000244140625,35.97526168823242,9.850000381469727,290.8269348144531,3,0.0,0.03,0.04,0.0,0.94,0.0,2.0,4.0,0.0,805.0,8559.470308303833,9888.115783691406
2019-09-06,4.78000020980835,123.69999694824219,85.41000366210938,34.574790954589844,9.850000381469727,291.05157470703125,4,0.0,0.03,0.04,0.0,0.94,0.0,2.0,4.0,0.0,805.0,8518.290315628052,9895.753540039062
