Date,BE,TWLO,ZM,SLP,DKNG,SPY,weekday,BE_Weight,TWLO_Weight,ZM_Weight,SLP_Weight,DKNG_Weight,BE_Holding,TWLO_Holding,ZM_Holding,SLP_Holding,DKNG_Holding,Portfolio,SPY_Bench
2019-09-09,4.670000076293945,111.87999725341797,78.6500015258789,32.07182312011719,9.850000381469727,291.19805908203125,0,0.0,0.03,0.04,0.0,0.94,0.0,2.0,4.0,0.0,805.0,8467.610307693481,9900.734008789062
2019-09-10,4.559999942779541,110.01000213623047,80.3499984741211,33.19417953491211,9.850000381469727,291.1296691894531,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8470.670305252075,9898.408752441406
2019-09-11,4.889999866485596,109.72000122070312,80.70999908447266,33.61134719848633,9.850000381469727,293.19989013671875,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9968.796264648438
2019-09-12,4.619999885559082,113.0999984741211,81.52999877929688,34.405941009521484,9.850000381469727,294.21551513671875,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,10003.327514648438
2019-09-13,4.440000057220459,109.58999633789062,78.8499984741211,34.29668426513672,9.850000381469727,294.02020263671875,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9996.686889648438
2019-09-16,4.190000057220459,110.6500015258789,80.66999816894531,34.82310104370117,9.850000381469727,293.11199951171875,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9965.807983398438
2019-09-17,3.309999942779541,112.31999969482422,84.63999938964844,36.034854888916016,9.850000381469727,293.85418701171875,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9991.042358398438
2019-09-18,3.3399999141693115,112.55000305175781,84.55000305175781,35.28992462158203,9.899999618530273,294.0299377441406,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8513.999671936035,9997.017883300781
2019-09-19,3.549999952316284,115.11000061035156,84.62000274658203,36.5314826965332,9.899999618530273,294.0104064941406,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8513.999671936035,9996.353820800781
2019-09-20,3.319999933242798,114.22000122070312,82.62999725341797,36.94864273071289,9.850000381469727,292.62127685546875,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9949.123413085938
2019-09-23,3.430000066757202,112.93000030517578,82.62000274658203,37.06782913208008,9.850000381469727,292.5525817871094,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,860.0,8471.000328063965,9946.787780761719
2019-09-24,3.240000009536743,109.11000061035156,80.0199966430664,35.43891143798828,9.850000381469727,290.25701904296875,1,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,172.0,242.0,8471.000328063965,9868.738647460938
2019-09-25,3.4700000286102295,110.43000030517578,79.5999984741211,34.455604553222656,9.850000381469727,291.97381591796875,2,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,172.0,242.0,8310.06407546997,9927.109741210938
2019-09-26,3.490000009536743,110.9000015258789,79.75,34.08810043334961,9.850000381469727,291.3655700683594,3,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,172.0,242.0,8246.853366851807,9906.429382324219
2019-09-27,3.4600000381469727,106.55999755859375,76.04000091552734,33.790130615234375,9.850000381469727,289.7959289550781,4,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,172.0,242.0,8195.602558135986,9853.061584472656
2019-09-30,3.25,109.95999908447266,76.19999694824219,34.46553421020508,9.850000381469727,291.1399230957031,0,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,172.0,242.0,8311.771976470947,9898.757385253906
2019-10-01,3.1600000858306885,109.7300033569336,75.80999755859375,34.3662109375,9.920000076293945,287.6768798828125,1,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,172.0,243.0,8311.628299713135,9781.013916015625
2019-10-02,3.0999999046325684,106.61000061035156,73.8499984741211,34.41587448120117,9.920000076293945,282.5951843261719,2,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,172.0,243.0,8330.09042930603,9608.236267089844
2019-10-03,3.190000057220459,110.5,76.83000183105469,35.389251708984375,9.890000343322754,284.910400390625,3,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,172.0,243.0,8490.221377372742,9686.95361328125
2019-10-04,3.2100000381469727,112.08000183105469,76.52999877929688,34.684043884277344,9.920000076293945,288.7658386230469,4,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,172.0,243.0,8376.215566635132,9818.038513183594
2019-10-07,3.240000009536743,112.91000366210938,76.98999786376953,33.50209045410156,9.920000076293945,287.5198974609375,0,0.0,0.0,0.0,0.71,0.29,0.0,0.0,0.0,172.0,243.0,8172.9195766448975,9775.676513671875
2019-10-08,3.0799999237060547,108.4000015258789,73.58999633789062,33.24384307861328,9.920000076293945,283.0562438964844,1,0.0,0.03,0.0,0.03,0.94,0.0,2.0,0.0,8.0,770.0,8128.501028060913,9623.912292480469
2019-10-09,3.069999933242798,111.02999877929688,72.86000061035156,33.253780364990234,9.920000076293945,285.7442626953125,2,0.0,0.03,0.0,0.03,0.94,0.0,2.0,0.0,8.0,770.0,8126.4902992248535,9715.304931640625
2019-10-10,3.369999885559082,110.29000091552734,71.01000213623047,32.429386138916016,9.920000076293945,287.6768798828125,3,0.0,0.03,0.0,0.03,0.94,0.0,2.0,0.0,8.0,770.0,8118.415149688721,9781.013916015625
2019-10-11,3.1700000762939453,114.33999633789062,71.3499984741211,33.65107727050781,9.920000076293945,290.6591796875,4,0.0,0.03,0.0,0.03,0.94,0.0,2.0,0.0,8.0,770.0,8136.288669586182,9882.412109375
2019-10-14,2.9100000858306885,116.58999633789062,70.80000305175781,33.88945388793945,9.920000076293945,290.3354797363281,0,0.0,0.03,0.0,0.03,0.94,0.0,2.0,0.0,8.0,770.0,8142.695682525635,9871.406311035156
2019-10-15,2.9700000286102295,115.20999908447266,71.11000061035156,34.44567108154297,9.949999809265137,293.20989990234375,1,0.0,0.06,0.0,0.0,0.94,0.0,4.0,0.0,0.0,775.0,8167.485219955444,9969.136596679688
2019-10-16,2.950000047683716,109.80000305175781,67.69000244140625,33.67094421386719,9.925999641418457,292.7389831542969,2,0.0,0.06,0.0,0.0,0.94,0.0,4.0,0.0,0.0,775.0,8131.849734306335,9953.125427246094
2019-10-17,2.869999885559082,110.05000305175781,67.02999877929688,34.862831115722656,9.949999809265137,293.602294921875,3,0.0,0.06,0.0,0.0,0.94,0.0,4.0,0.0,0.0,775.0,8151.449864387512,9982.47802734375
2019-10-18,2.9000000953674316,106.3499984741211,66.08000183105469,34.346343994140625,9.949999809265137,292.317138671875,4,0.0,0.06,0.0,0.0,0.94,0.0,4.0,0.0,0.0,775.0,8136.649846076965,9938.78271484375
2019-10-21,2.940000057220459,105.54000091552734,65.7699966430664,34.64432144165039,9.923999786376953,294.2987976074219,0,0.0,0.06,0.0,0.0,0.94,0.0,4.0,0.0,0.0,775.0,8113.259838104248,10006.159118652344
2019-10-22,2.7300000190734863,100.6500015258789,62.0,33.641143798828125,9.869999885559082,293.33740234375,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,816.0,8051.849917411804,9973.4716796875
2019-10-23,2.7300000190734863,100.5,62.060001373291016,33.07499313354492,9.869999885559082,294.19091796875,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,816.0,8053.919906616211,10002.4912109375
2019-10-24,2.6700000762939453,105.62999725341797,64.5199966430664,33.373504638671875,9.869999885559082,294.671630859375,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,816.0,8053.919906616211,10018.83544921875
2019-10-25,2.7200000286102295,106.9800033569336,63.45000076293945,33.21430206298828,9.850000381469727,295.8782958984375,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,816.0,8037.600311279297,10059.862060546875
2019-10-28,2.8299999237060547,106.4000015258789,66.55999755859375,33.393409729003906,9.850000381469727,297.5460205078125,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,816.0,8037.600311279297,10116.564697265625
2019-10-29,2.700000047683716,105.0999984741211,65.48999786376953,34.01033020019531,9.930000305175781,297.4577331542969,1,0.0,1.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,8102.8802490234375,10113.562927246094
2019-10-30,2.9600000381469727,107.69999694824219,70.0,34.60734558105469,9.880999565124512,298.3701171875,2,0.0,1.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,8292.899765014648,10144.583984375
2019-10-31,3.059999942779541,96.55999755859375,69.88999938964844,35.234222412109375,10.079999923706055,297.575439453125,3,0.0,1.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7435.119812011719,10117.56494140625
2019-11-01,3.3399999141693115,97.05999755859375,70.38999938964844,35.31382751464844,10.079999923706055,300.3321838378906,4,0.0,1.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7473.619812011719,10211.294250488281
2019-11-04,3.740000009536743,92.01000213623047,70.12000274658203,34.46804428100586,10.09000015258789,301.538818359375,0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,7084.770164489746,10252.31982421875
2019-11-05,3.7100000381469727,91.33000183105469,66.88999938964844,33.6322135925293,10.09000015258789,301.20526123046875,1,0.11,0.0,0.0,0.17,0.72,213.0,0.0,0.0,35.0,504.0,7032.410140991211,10240.978881835938
2019-11-06,3.690000057220459,92.2699966430664,66.83000183105469,32.816280364990234,10.050000190734863,301.27392578125,2,0.11,0.0,0.0,0.17,0.72,213.0,0.0,0.0,35.0,504.0,6999.739921092987,10243.3134765625
2019-11-07,4.300000190734863,91.05999755859375,66.80999755859375,33.08494567871094,10.079999923706055,302.3334655761719,3,0.11,0.0,0.0,0.17,0.72,213.0,0.0,0.0,35.0,504.0,7154.19310092926,10279.337829589844
2019-11-08,5.170000076293945,93.2300033569336,69.8499984741211,33.05509948730469,10.100000381469727,303.0790710449219,4,0.11,0.0,0.0,0.17,0.72,213.0,0.0,0.0,35.0,504.0,7348.538690567017,10304.688415527344
2019-11-11,5.5,96.16999816894531,68.38999938964844,33.36355209350586,10.086000442504883,302.500244140625,0,0.11,0.0,0.0,0.17,0.72,213.0,0.0,0.0,35.0,504.0,7422.568546295166,10285.00830078125
2019-11-12,5.559999942779541,95.08999633789062,68.0,33.21430206298828,10.086000442504883,303.13787841796875,1,0.3,0.0,0.0,0.0,0.7,403.0,0.0,0.0,0.0,515.0,7430.124783039093,10306.687866210938
2019-11-13,5.269999980926514,98.33999633789062,68.01000213623047,32.667030334472656,10.086000442504883,303.2359924316406,2,0.3,0.0,0.0,0.0,0.7,403.0,0.0,0.0,0.0,515.0,7318.1002202034,10310.023742675781
2019-11-14,5.900000095367432,98.11000061035156,67.73999786376953,34.428245544433594,10.09000015258789,303.67742919921875,3,0.3,0.0,0.0,0.0,0.7,403.0,0.0,0.0,0.0,515.0,7574.050117015839,10325.032592773438
2019-11-15,6.53000020980835,99.54000091552734,70.01000213623047,34.6571044921875,10.09000015258789,305.875,4,0.3,0.0,0.0,0.0,0.7,403.0,0.0,0.0,0.0,515.0,7827.940163135529,10399.75
2019-11-18,6.630000114440918,101.66000366210938,70.08000183105469,35.035213470458984,10.039999961853027,306.1006164550781,0,0.3,0.0,0.0,0.0,0.7,403.0,0.0,0.0,0.0,515.0,7842.490026473999,10407.420959472656
2019-11-19,6.380000114440918,103.0,69.63999938964844,35.36357879638672,10.039999961853027,306.0122985839844,1,0.08,0.12,0.0,0.0,0.81,94.0,9.0,0.0,0.0,622.0,7741.740026473999,10404.418151855469
2019-11-20,6.480000019073486,103.73999786376953,70.98999786376953,35.234222412109375,10.043000221252441,304.87432861328125,2,0.08,0.12,0.0,0.0,0.81,94.0,9.0,0.0,0.0,622.0,7789.526120185852,10365.727172851562
2019-11-21,6.139999866485596,103.52999877929688,69.91999816894531,35.303871154785156,10.043000221252441,304.3837890625,3,0.08,0.12,0.0,0.0,0.81,94.0,9.0,0.0,0.0,622.0,7755.676114082336,10349.048828125
2019-11-22,6.25,104.29000091552734,73.16000366210938,34.29888916015625,10.043000221252441,305.0606994628906,4,0.08,0.12,0.0,0.0,0.81,94.0,9.0,0.0,0.0,622.0,7772.856145858765,10372.063781738281
2019-11-25,6.269999980926514,103.36000061035156,74.55000305175781,34.49789047241211,10.039999961853027,307.42498779296875,0,0.08,0.12,0.0,0.0,0.81,94.0,9.0,0.0,0.0,622.0,7764.499979972839,10452.449584960938
2019-11-26,6.300000190734863,102.58999633789062,75.16000366210938,33.98048400878906,10.039999961853027,308.12152099609375,1,0.16,0.1,0.0,0.0,0.74,198.0,8.0,0.0,0.0,569.0,7760.389961242676,10476.131713867188
2019-11-27,6.300000190734863,103.0,74.08000183105469,34.37848663330078,10.050000190734863,309.4949951171875,2,0.16,0.1,0.0,0.0,0.74,198.0,8.0,0.0,0.0,569.0,7789.85014629364,10522.829833984375
2019-11-29,6.519999980926514,103.27999877929688,74.5,33.25410079956055,10.050000190734863,308.34716796875,4,0.16,0.1,0.0,0.0,0.74,198.0,8.0,0.0,0.0,569.0,7835.650094985962,10483.8037109375
2019-12-02,6.269999980926514,97.6500015258789,68.93000030517578,31.880950927734375,10.074999809265137,305.72784423828125,0,0.16,0.1,0.0,0.0,0.74,198.0,8.0,0.0,0.0,569.0,7755.334899902344,10394.746704101562
2019-12-03,5.980000019073486,99.27999877929688,70.0199966430664,32.209312438964844,10.074999809265137,303.67742919921875,1,0.57,0.43,0.0,0.0,0.0,732.0,34.0,0.0,0.0,0.0,7710.954885482788,10325.032592773438
2019-12-04,5.550000190734863,98.93000030517578,69.95999908447266,32.37846755981445,10.074999809265137,305.55120849609375,2,0.57,0.43,0.0,0.0,0.0,732.0,34.0,0.0,0.0,0.0,7426.2201499938965,10388.741088867188
2019-12-05,5.46999979019165,97.54000091552734,69.66999816894531,32.34861373901367,10.0600004196167,306.1006164550781,3,0.57,0.43,0.0,0.0,0.0,732.0,34.0,0.0,0.0,0.0,7320.399877548218,10407.420959472656
2019-12-06,5.28000020980835,98.54000091552734,62.7400016784668,32.40831756591797,10.0649995803833,308.8965148925781,4,0.57,0.43,0.0,0.0,0.0,732.0,34.0,0.0,0.0,0.0,7215.320184707642,10502.481506347656
2019-12-09,5.329999923706055,98.98999786376953,65.94000244140625,32.079959869384766,10.0600004196167,307.9253234863281,0,0.57,0.43,0.0,0.0,0.0,732.0,34.0,0.0,0.0,0.0,7267.219871520996,10469.460998535156
2019-12-10,5.190000057220459,97.36000061035156,64.56999969482422,32.249114990234375,10.09000015258789,307.5819396972656,1,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,7109.320062637329,10457.785949707031
2019-12-11,5.639999866485596,96.2300033569336,63.52000045776367,32.079959869384766,10.079999923706055,308.455078125,2,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,7024.790245056152,10487.47265625
2019-12-12,6.210000038146973,96.86000061035156,62.4900016784668,32.93568420410156,10.074000358581543,311.1136474609375,3,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,7070.780044555664,10577.864013671875
2019-12-13,6.78000020980835,97.9800033569336,63.540000915527344,33.2640495300293,10.09000015258789,311.300048828125,4,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,7152.540245056152,10584.20166015625
2019-12-16,6.679999828338623,98.8499984741211,66.3499984741211,33.45310592651367,10.079999923706055,313.4386901855469,0,0.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,7216.04988861084,10656.915466308594
2019-12-17,6.619999885559082,97.58999633789062,66.16999816894531,33.66206741333008,10.09000015258789,313.5074157714844,1,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,703.0,7124.069732666016,10659.252136230469
2019-12-18,7.230000019073486,98.43000030517578,67.5999984741211,34.55759811401367,10.140000343322754,313.5270080566406,2,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,703.0,7164.570241451263,10659.918273925781
2019-12-19,6.309999942779541,99.87999725341797,68.18000030517578,34.45809555053711,10.180000305175781,314.8121337890625,3,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,703.0,7188.090214252472,10703.612548828125
2019-12-20,6.570000171661377,100.26000213623047,66.93000030517578,35.1247673034668,10.170000076293945,316.1923522949219,4,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,703.0,7182.36005449295,10750.539978027344
2019-12-23,6.53000020980835,100.38999938964844,66.1500015258789,35.06507110595703,10.84000015258789,316.6754150390625,0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,703.0,7653.170108318329,10766.964111328125
2019-12-24,6.610000133514404,100.55000305175781,66.45999908447266,35.14466857910156,10.84000015258789,316.6852722167969,1,0.03,0.0,0.0,0.12,0.85,32.0,0.0,0.0,26.0,603.0,7653.570107936859,10767.299255371094
2019-12-26,6.5,102.61000061035156,67.44999694824219,35.39342498779297,10.739999771118164,318.3710632324219,3,0.03,0.0,0.0,0.12,0.85,32.0,0.0,0.0,26.0,603.0,7604.44891166687,10824.616149902344
2019-12-27,6.369999885559082,100.43000030517578,66.63999938964844,32.676979064941406,10.680000305175781,318.29217529296875,4,0.03,0.0,0.0,0.12,0.85,32.0,0.0,0.0,26.0,603.0,7493.481636047363,10821.933959960938
2019-12-30,7.190000057220459,97.79000091552734,66.79000091552734,30.507801055908203,10.640000343322754,316.5373840332031,0,0.03,0.0,0.0,0.12,0.85,32.0,0.0,0.0,26.0,603.0,7439.203036308289,10762.271057128906
2019-12-31,7.46999979019165,98.27999877929688,68.04000091552734,28.925691604614258,10.699999809265137,317.30633544921875,1,0.12,0.11,0.0,0.0,0.77,116.0,9.0,0.0,0.0,536.0,7443.207859992981,10788.415405273438
2020-01-02,7.880000114440918,103.1500015258789,68.72000122070312,28.408273696899414,10.680000305175781,320.27374267578125,3,0.12,0.11,0.0,0.0,0.77,116.0,9.0,0.0,0.0,536.0,7566.910190582275,10889.307250976562
2020-01-03,8.029999732971191,103.5199966430664,67.27999877929688,28.647083282470703,10.680000305175781,317.84857177734375,4,0.12,0.11,0.0,0.0,0.77,116.0,9.0,0.0,0.0,536.0,7587.640102386475,10806.851440429688
2020-01-06,8.069999694824219,107.45999908447266,70.31999969482422,30.856063842773438,10.800000190734863,319.0611877441406,0,0.12,0.11,0.0,0.0,0.77,116.0,9.0,0.0,0.0,536.0,7692.06005859375,10848.080383300781
2020-01-07,8.180000305175781,108.05999755859375,71.9000015258789,30.895862579345703,10.899999618530273,318.1640319824219,1,0.16,0.17,0.24,0.0,0.44,149.0,12.0,26.0,0.0,311.0,7763.819808959961,10817.577087402344
2020-01-08,8.470000267028809,109.38999938964844,72.55000305175781,30.44809913635254,11.260000228881836,319.8597412109375,2,0.16,0.17,0.24,0.0,0.44,149.0,12.0,26.0,0.0,311.0,7962.870182991028,10875.231201171875
2020-01-09,8.65999984741211,113.0199966430664,72.62000274658203,31.522737503051758,12.25,322.028564453125,3,0.16,0.17,0.24,0.0,0.44,149.0,12.0,26.0,0.0,311.0,8344.450008392334,10948.97119140625
2020-01-10,9.130000114440918,115.73999786376953,73.08999633789062,33.204349517822266,12.390000343322754,321.10186767578125,4,0.16,0.17,0.24,0.0,0.44,149.0,12.0,26.0,0.0,311.0,8502.880002975464,10917.463500976562
2020-01-13,9.0600004196167,120.33999633789062,74.02999877929688,33.61231231689453,12.0,323.3101806640625,0,0.16,0.17,0.24,0.0,0.44,149.0,12.0,26.0,0.0,311.0,8450.799986839294,10992.546142578125
2020-01-14,9.470000267028809,119.0199966430664,73.16000366210938,32.5277214050293,11.9399995803833,322.8172607421875,1,0.11,0.34,0.33,0.0,0.22,97.0,24.0,38.0,0.0,158.0,8454.76996421814,10975.786865234375
2020-01-15,9.75,119.87999725341797,76.94000244140625,32.98543930053711,12.699999809265137,323.5467834472656,2,0.11,0.34,0.33,0.0,0.22,97.0,24.0,38.0,0.0,158.0,8753.18999671936,11000.590637207031
2020-01-16,9.279999732971191,119.58000183105469,76.11000061035156,33.10484313964844,12.989999771118164,326.2381591796875,3,0.11,0.34,0.33,0.0,0.22,97.0,24.0,38.0,0.0,158.0,8714.680005073547,11092.097412109375
2020-01-17,9.710000038146973,119.36000061035156,75.55999755859375,33.691917419433594,13.569999694824219,327.2536315917969,4,0.11,0.34,0.33,0.0,0.22,97.0,24.0,38.0,0.0,158.0,8821.849877357483,11126.623474121094
2020-01-21,9.140000343322754,119.08000183105469,76.7300033569336,34.99541091918945,13.829999923706055,326.61279296875,1,0.3,0.43,0.0,0.0,0.27,292.0,32.0,0.0,0.0,171.0,8845.380192756653,11104.8349609375
2020-01-22,9.279999732971191,119.12000274658203,75.54000091552734,34.94565963745117,14.270000457763672,326.6522216796875,2,0.3,0.43,0.0,0.0,0.27,292.0,32.0,0.0,0.0,171.0,8961.7700881958,11106.175537109375
2020-01-23,9.15999984741211,120.80000305175781,74.47000122070312,33.34365463256836,14.4399995803833,327.02685546875,3,0.3,0.43,0.0,0.0,0.27,292.0,32.0,0.0,0.0,171.0,9009.55998134613,11118.9130859375
2020-01-24,9.069999694824219,121.37999725341797,73.0,33.60282516479492,14.359999656677246,324.1185607910156,4,0.3,0.43,0.0,0.0,0.27,292.0,32.0,0.0,0.0,171.0,8988.159764289856,11020.031066894531
2020-01-27,8.279999732971191,120.55000305175781,70.44000244140625,32.90504837036133,15.0,318.92315673828125,0,0.3,0.43,0.0,0.0,0.27,292.0,32.0,0.0,0.0,171.0,8840.360019683838,10843.387329101562
2020-01-28,8.630000114440918,122.76000213623047,71.51000213623047,33.842063903808594,15.079999923706055,322.26519775390625,1,0.13,0.44,0.0,0.0,0.43,139.0,32.0,0.0,0.0,255.0,9026.960088729858,10957.016723632812
2020-01-29,8.40999984741211,123.80000305175781,73.58000183105469,33.24396896362305,14.5,321.9989929199219,2,0.13,0.44,0.0,0.0,0.43,139.0,32.0,0.0,0.0,255.0,8828.090076446533,10947.965759277344
2020-01-30,8.210000038146973,124.80999755859375,74.54000091552734,33.0545768737793,14.670000076293945,323.04400634765625,3,0.13,0.44,0.0,0.0,0.43,139.0,32.0,0.0,0.0,255.0,8875.959946632385,10983.496215820312
2020-01-31,7.880000114440918,124.33999633789062,76.30000305175781,32.47642517089844,14.529999732971191,317.1781921386719,4,0.13,0.44,0.0,0.0,0.43,139.0,32.0,0.0,0.0,255.0,8779.349830627441,10784.058532714844
2020-02-03,8.640000343322754,128.17999267578125,87.66000366210938,32.55616760253906,14.510000228881836,319.5343933105469,0,0.13,0.44,0.0,0.0,0.43,139.0,32.0,0.0,0.0,255.0,9002.769871711731,10864.169372558594
2020-02-04,9.350000381469727,131.89999389648438,85.79000091552734,33.59286117553711,14.569999694824219,324.4044494628906,1,0.0,0.66,0.06,0.0,0.28,0.0,46.0,6.0,0.0,180.0,9235.799779891968,11029.751281738281
2020-02-05,9.4399995803833,127.1500015258789,86.98999786376953,34.101234436035156,14.25,328.15069580078125,2,0.0,0.66,0.06,0.0,0.28,0.0,46.0,6.0,0.0,180.0,8935.840057373047,11157.123657226562
2020-02-06,9.579999923706055,117.87000274658203,87.26000213623047,34.96847152709961,13.609999656677246,329.2548828125,3,0.0,0.66,0.06,0.0,0.28,0.0,46.0,6.0,0.0,180.0,8395.38007736206,11194.666015625
2020-02-07,9.850000381469727,122.20999908447266,88.63999938964844,34.001556396484375,14.5,327.50006103515625,4,0.0,0.66,0.06,0.0,0.28,0.0,46.0,6.0,0.0,180.0,8763.499954223633,11135.002075195312
2020-02-10,10.010000228881836,125.70999908447266,89.66999816894531,36.02510452270508,16.020000457763672,329.9449768066406,0,0.0,0.66,0.06,0.0,0.28,0.0,46.0,6.0,0.0,180.0,9204.280029296875,11218.129211425781
2020-02-11,10.09000015258789,125.41000366210938,88.68000030517578,37.48046112060547,16.81999969482422,330.5167541503906,1,0.0,0.0,0.38,0.03,0.58,0.0,0.0,40.0,9.0,322.0,9328.540115356445,11237.569641113281
2020-02-12,10.460000038146973,125.91999816894531,88.27999877929688,35.975257873535156,18.350000381469727,332.6462097167969,2,0.0,0.0,0.38,0.03,0.58,0.0,0.0,40.0,9.0,322.0,9763.677394866943,11309.971130371094
2020-02-13,9.649999618530273,128.6699981689453,89.86000061035156,36.74281311035156,17.90999984741211,332.2912902832031,3,0.0,0.0,0.38,0.03,0.58,0.0,0.0,40.0,9.0,322.0,9692.105293273926,11297.903869628906
2020-02-14,10.699999809265137,127.73999786376953,90.94999694824219,36.533477783203125,17.329999923706055,332.82366943359375,4,0.0,0.0,0.38,0.03,0.58,0.0,0.0,40.0,9.0,322.0,9547.061153411865,11316.004760742188
2020-02-18,11.710000038146973,128.13999938964844,96.38999938964844,37.51036834716797,17.290000915527344,331.9659729003906,1,0.0,0.0,0.4,0.2,0.4,0.0,0.0,41.0,52.0,223.0,9760.573585510254,11286.843078613281
2020-02-19,14.09000015258789,128.05999755859375,103.93000030517578,38.47727966308594,17.969999313354492,333.55316162109375,2,0.0,0.0,0.4,0.2,0.4,0.0,0.0,41.0,52.0,223.0,10269.258401870728,11340.807495117188
2020-02-20,12.720000267028809,126.70999908447266,105.29000091552734,38.86604309082031,17.649999618530273,332.1828918457031,3,0.0,0.0,0.4,0.2,0.4,0.0,0.0,41.0,52.0,223.0,10273.874193191528,11294.218322753906
2020-02-21,11.779999732971191,123.2699966430664,101.76000213623047,38.68661117553711,16.950000762939453,328.761962890625,4,0.0,0.0,0.4,0.2,0.4,0.0,0.0,41.0,52.0,223.0,9963.714038848877,11177.90673828125
2020-02-24,11.760000228881836,117.94000244140625,105.01000213623047,37.081729888916016,16.639999389648438,317.8584289550781,0,0.0,0.0,0.4,0.2,0.4,0.0,0.0,41.0,52.0,223.0,9944.379905700684,10807.186584472656
2020-02-25,10.75,112.30999755859375,107.08000183105469,35.995201110839844,16.959999084472656,308.22662353515625,1,0.0,0.0,0.58,0.32,0.09,0.0,0.0,55.0,90.0,56.0,10044.110328674316,10479.705200195312
2020-02-26,10.739999771118164,112.95999908447266,106.87999725341797,36.32415008544922,16.829999923706055,307.0929260253906,2,0.0,0.0,0.58,0.32,0.09,0.0,0.0,55.0,90.0,56.0,10090.053352355957,10441.159484863281
2020-02-27,9.170000076293945,110.91000366210938,113.55000305175781,35.48681640625,16.170000076293945,293.3008728027344,3,0.0,0.0,0.58,0.32,0.09,0.0,0.0,55.0,90.0,56.0,10344.58364868164,9972.229675292969
2020-02-28,9.069999694824219,112.63999938964844,105.0,32.456485748291016,16.020000457763672,292.06854248046875,4,0.0,0.0,0.58,0.32,0.09,0.0,0.0,55.0,90.0,56.0,9593.203742980957,9930.330444335938
2020-03-02,8.869999885559082,111.4800033569336,113.11000061035156,32.456485748291016,16.65999984741211,304.71697998046875,0,0.0,0.0,0.58,0.32,0.09,0.0,0.0,55.0,90.0,56.0,10075.093742370605,10360.377319335938
2020-03-03,9.289999961853027,105.37000274658203,117.47000122070312,32.59604263305664,16.40999984741211,295.9922180175781,1,0.0,0.0,0.75,0.0,0.25,0.0,0.0,66.0,0.0,155.0,10313.453895568848,10063.735412597656
2020-03-04,10.09000015258789,104.87999725341797,116.80000305175781,34.340476989746094,18.690000534057617,308.43365478515625,2,0.0,0.0,0.75,0.0,0.25,0.0,0.0,66.0,0.0,155.0,10605.750284194946,10486.744262695312
