calendardate,ticker,eps,netinc,opinc,ncfo,cashnequsd,de,ebitda,fcf,marketcap,netmargin,pb,pe,ps,workingcapital,ev,divyield,fcfps,revenue,invcap,ebit,equityusd,assets,roe,roa,roic,stock_price,sp500_price,stock_p_change,sp500_p_change
6/30/2020,A,0.64,199000000.0,230000000.0,290000000.0,1358000000.0,0.9159999999999999,315000000.0,266000000.0,31176270291.0,0.158,6.2589999999999995,45.118,5.968999999999999,1931000000.0,32141270291.0,0.006999999999999999,0.861,1261000000.0,4715000000.0,238000000.0,4981000000.0,9546000000.0,0.0399518169042361,0.02084642782317201,0.04220572640509014,82.1787654876709,292.61378580729166,6.21,4.35
9/30/2020,AA,-0.26,-49000000.0,63000000.0,158000000.0,1736000000.0,2.719,195000000.0,83000000.0,2370602222.0,-0.021,0.698,-5.055,0.254,1750000000.0,3174602222.0,0.0,0.446,2365000000.0,12751000000.0,34000000.0,3395000000.0,14250000000.0,-0.01443298969072165,-0.0034385964912280703,-0.0038428358560112933,13.575666650136313,331.48317769368487,-0.23,2.14
3/31/2011,AAI,-0.06,-8811000.0,-36734000.0,99368000.0,546275000.0,3.3310000000000004,19006000.0,95193000.0,1023214024.0,-0.013000000000000001,1.9140000000000001,24.504,0.382,36948000.0,1446338024.0,0.0,0.7,667031000.0,1953236000.0,2790000.0,534718000.0,2315900000.0,-0.016477844396485624,-0.003804568418325489,-0.004510975632232869,0.5,107.47842979431152,0.0,1.23
9/30/2020,AAL,-4.71,-2399000000.0,-2871000000.0,-2604000000.0,761000000.0,-12.355,-2755000000.0,-3078000000.0,6482511998.0,-0.7559999999999999,-1.173,-1.03,0.263,-4244000000.0,46926511998.0,0.016,-6.0520000000000005,3173000000.0,80503000000.0,-2755000000.0,-5528000000.0,62773000000.0,0.433972503617945,-0.0382170678476415,-0.0298001316721116,12.536000029246011,331.48317769368487,2.35,2.14
6/30/2017,AAOI,1.52,29071000.0,34265000.0,40208000.0,75879000.0,0.324,39026000.0,18676000.0,1374388552.0,0.248,4.47,17.005,3.728,141842000.0,1325875552.0,0.0,0.9790000000000001,117371000.0,277010000.0,34399000.0,307502000.0,406986000.0,0.09453922250912189,0.07142997547827198,0.10494566983141403,58.84850050608318,224.58037033081055,19.32,1.32
6/30/2020,AAON,0.34,17804000.0,22192000.0,25165000.0,70845000.0,0.332,28581000.0,13532000.0,2974734598.0,0.142,9.218,42.799,5.96,143155000.0,2903889598.0,0.006,0.26,125596000.0,278958000.0,22243000.0,322695000.0,429807000.0,0.05517284122778475,0.041423243455783645,0.06382322786942837,50.483305867513025,292.61378580729166,5.69,4.35
6/30/2020,AAP,2.75,189960000.0,262845000.0,437302000.0,1141502000.0,2.202,322604000.0,380404000.0,11259247555.0,0.076,3.0210000000000004,24.848000000000003,1.17,1957966000.0,13399485555.0,0.004,5.504,2501380000.0,7950466000.0,265962000.0,3726519000.0,11930665000.0,0.05097518622607318,0.01592199596585773,0.023892939105707767,128.56651776631674,292.61378580729166,7.19,4.35
9/30/2020,AAPL,0.748,12673000000.0,14775000000.0,20576000000.0,38016000000.0,3.957,17603000000.0,18792000000.0,1960650000000.0,0.196,30.006999999999998,34.150999999999996,7.142,38321000000.0,2035070000000.0,0.006999999999999999,1.102,64698000000.0,292916000000.0,14901000000.0,65339000000.0,323888000000.0,0.19395766693705138,0.039127723163562715,0.0432649633341982,109.98983408610027,331.48317769368487,5.87,2.14
6/30/2020,AAWW,3.02,78912000.0,120662000.0,488543000.0,739178000.0,2.013,224028000.0,437820000.0,1467407741.0,0.096,0.76,-5.917000000000001,0.512,10900000.0,3707585741.0,0.0,16.756,825253000.0,6837780000.0,140871000.0,1930367000.0,5816750000.0,0.040879273215922156,0.013566338591137662,0.011540587734615622,35.729499944051106,292.61378580729166,18.16,4.35
6/30/2020,AAXN,-0.51,-30759000.0,-13676000.0,-20392000.0,319253000.0,0.41700000000000004,-9133000.0,-25734000.0,5324331567.0,-0.218,6.121,-161.539,9.007,642894000.0,5005078567.0,0.0,-0.426,141259000.0,634778000.0,-12063000.0,869813000.0,1232912000.0,-0.03536277337772602,-0.024948252592236916,-0.048456310710201046,81.74549929300943,292.61378580729166,7.66,4.35
3/31/2018,ABAX,0.44,10020000.0,12182000.0,6356000.0,46277000.0,0.17300000000000001,16051000.0,5104000.0,1907898820.0,0.14800000000000002,6.563,70.203,7.797000000000001,220368000.0,1861798820.0,0.006,0.225,67918000.0,250106000.0,13965000.0,290693000.0,341103000.0,0.03446935426721662,0.029375291334289056,0.040063013282368276,67.37733357747396,259.3767046610514,4.25,-1.57
6/30/2020,ABBV,-0.46,-738000000.0,752000000.0,3089000000.0,6017000000.0,9.165,1477000000.0,2912000000.0,169318000000.0,-0.071,11.512,24.338,4.6739999999999995,-3390000000.0,250733000000.0,0.048,1.768,10425000000.0,87167000000.0,-78000000.0,14708000000.0,149530000000.0,-0.0501767745444656,-0.004935464455293252,-0.008466506820241606,86.40802103678385,292.61378580729166,6.47,4.35
6/30/2020,ABC,1.42,289439000.0,404831000.0,-87899000.0,3420272000.0,9.546,455345000.0,-194618000.0,21128675783.0,0.006,5.478,13.458,0.113,-712999000.0,21848754783.0,0.016,-0.956,45366777000.0,2262534000.0,383754000.0,3857252000.0,40789703000.0,0.0750376174540839,0.0070958839783658145,0.12792691734135267,91.93650970458984,292.61378580729166,4.62,4.35
9/30/2017,ABCO,0.02,685000.0,-5541000.0,27174000.0,151458000.0,2.565,21894000.0,19696000.0,2178565984.0,0.004,3.785,30.705,2.787,47538000.0,2662006984.0,0.0,0.484,183126000.0,899303000.0,1415000.0,575511000.0,2051462000.0,0.0011902465808646576,0.00033390820790246174,0.0007617010062237088,1.1891666769981384,232.17633132934571,0.14,1.41
6/30/2020,ABG,2.58,49600000.0,80900000.0,426900000.0,613200000.0,3.115,91900000.0,417800000.0,1931836114.0,0.034,2.7089999999999996,12.25,0.285,698500000.0,3172336114.0,0.0,21.76,1445100000.0,2962000000.0,82200000.0,713100000.0,2934400000.0,0.06955546206703127,0.016902944383860415,0.01674544226873734,68.25466683705648,292.61378580729166,17.39,4.35
6/30/2020,ABM,0.84,56000000.0,93700000.0,130800000.0,229400000.0,1.528,117900000.0,122000000.0,2444082325.0,0.04,1.6840000000000002,-509.184,0.397,434800000.0,3143782325.0,0.02,1.824,1394100000.0,1567300000.0,93800000.0,1451300000.0,3668300000.0,0.038586095224970716,0.015265926996156257,0.03573023671281822,32.525579357147215,292.61378580729166,3.78,4.35
6/30/2020,ABMD,0.99,44588000.0,34066000.0,31759000.0,214827000.0,0.134,66556000.0,21715000.0,14188986585.0,0.27,12.877,89.42200000000001,17.779,509310000.0,13974159585.0,0.0,0.48200000000000004,164850000.0,847523000.0,61076000.0,1101848000.0,1249512000.0,0.040466561631005364,0.03568433116288599,0.05260978168144109,203.67600021362304,292.61378580729166,17.55,4.35
6/30/2020,ABT,0.3,537000000.0,672000000.0,1322000000.0,4763000000.0,1.2329999999999999,1485000000.0,680000000.0,181515000000.0,0.073,5.894,58.365,5.773,6262000000.0,196431000000.0,0.013999999999999999,0.384,7328000000.0,33868000000.0,660000000.0,30798000000.0,68776000000.0,0.017436197155659458,0.007807956263812958,0.015855674973426243,90.29404691060385,292.61378580729166,1.87,4.35
9/30/2020,ACA,0.64,31200000.0,42100000.0,106400000.0,189000000.0,0.4,70800000.0,95000000.0,2197130455.0,0.064,1.168,18.747,1.1420000000000001,428400000.0,2262730455.0,0.004,1.975,490000000.0,1449200000.0,42600000.0,1881600000.0,2635000000.0,0.016581632653061226,0.011840607210626186,0.02152911951421474,44.110933176676426,331.48317769368487,3.96,2.14
6/30/2020,ACAD,-0.27,-42141000.0,-44010000.0,-36883000.0,316211000.0,0.146,-41025000.0,-39816000.0,6759777182.0,-0.38299999999999995,10.196,-30.02,17.197,649313000.0,6449235182.0,0.0,-0.254,110103000.0,360839000.0,-41748000.0,663013000.0,759649000.0,-0.06355983970148399,-0.05547430458014162,-0.11678615670700783,48.376000022888185,292.61378580729166,2.6,4.35
6/30/2018,ACCO,0.24,25700000.0,51800000.0,-66900000.0,139200000.0,2.805,70900000.0,-75900000.0,1337448448.0,0.052000000000000005,1.787,9.506,0.6679999999999999,400200000.0,2269148448.0,0.009000000000000001,-0.715,498800000.0,1749300000.0,53900000.0,748300000.0,2847600000.0,0.03434451423225979,0.009025143980896193,0.014691590922083119,11.896896425882973,258.16588694254557,3.63,1.7
9/30/2020,ACHC,0.42,36998000.0,82280000.0,207296000.0,338702000.0,1.705,124629000.0,144639000.0,3172538134.0,0.044000000000000004,1.217,31.635,1.008,155071000.0,6459725134.0,0.0,1.645,833304000.0,7240248000.0,81717000.0,2606639000.0,7105145000.0,0.014193756787955678,0.005207212519941535,0.005110045954226983,29.257833226521807,331.48317769368487,4.42,2.14
6/30/2020,ACIA,0.38,16081000.0,14357000.0,25352000.0,245534000.0,0.24,19381000.0,21905000.0,2870014750.0,0.11900000000000001,4.561,48.145,5.6370000000000005,479219000.0,2643662750.0,0.0,0.523,135215000.0,433957000.0,15948000.0,629309000.0,780266000.0,0.025553424470331744,0.020609638251570618,0.0370566669047855,67.82533365885416,292.61378580729166,-0.07,4.35
6/30/2020,ACIW,0.12,14075000.0,29138000.0,68029000.0,129223000.0,1.8769999999999998,75070000.0,61011000.0,3601074361.0,0.047,3.302,46.799,2.675,271948000.0,4834945361.0,0.0,0.526,299910000.0,1958779000.0,34133000.0,1090737000.0,3137577000.0,0.012904118958098974,0.0044859456835641,0.007185598783732111,26.34050006866455,292.61378580729166,1.39,4.35
9/30/2017,ACLS,0.38,11841000.0,13835000.0,8925000.0,113889000.0,0.506,15512000.0,3864000.0,1105743514.0,0.113,4.346,28.176,3.042,240934000.0,1039558514.0,0.0,0.124,104482000.0,243223000.0,14192000.0,254402000.0,383105000.0,0.04654444540530342,0.030907975620260764,0.04868371823388413,22.18633330663045,232.17633132934571,11.96,1.41
6/30/2020,ACM,0.56,89339000.0,110297000.0,186231000.0,1331268000.0,2.4459999999999997,172829000.0,150038000.0,6224687349.0,0.027999999999999997,1.662,-14.465,0.42100000000000004,1538691000.0,7703543349.0,0.0,0.937,3189679000.0,5223659000.0,117080000.0,3744894000.0,13045053000.0,0.023856215956980356,0.006848496514349156,0.01710276264204842,36.25816666285197,292.61378580729166,3.15,4.35
9/30/2020,ACN,2.03,1287929000.0,1544703000.0,3156134000.0,8415330000.0,1.1520000000000001,2266819000.0,2967416000.0,150438000000.0,0.11900000000000001,8.849,29.451999999999998,3.3939999999999997,5087166000.0,145508000000.0,0.013999999999999999,4.667,10835271000.0,11776366000.0,1779929000.0,17000536000.0,37078593000.0,0.07575814080214882,0.03473510982469049,0.10936557168824407,228.9688855489095,331.48317769368487,0.68,2.14
9/30/2012,ACOM,0.58,24900000.0,35878000.0,53621000.0,80782000.0,0.7879999999999999,44311000.0,40007000.0,1366150554.0,0.19399999999999998,3.6460000000000004,17.802,2.969,-157619000.0,1340368554.0,0.0,0.9279999999999999,128355000.0,-142762000.0,35980000.0,374713000.0,670081000.0,0.06645085705593347,0.0371596866647465,-0.17441616116333478,30.60513334274292,119.28542671203613,0.71,2.07
6/30/2018,ACOR,0.99,46197000.0,52035000.0,56258000.0,243566000.0,1.062,63305000.0,50272000.0,1263069426.0,0.301,2.082,-7.981,2.145,373681000.0,1358509426.0,0.0,1.074,153302000.0,512323000.0,59967000.0,606635000.0,1250616000.0,0.07615287611166517,0.03693939626552035,0.09017163000685115,25.6858333905538,258.16588694254557,6.6,1.7
6/30/2013,ACTG,-0.26,-12503000.0,-22930000.0,1279000.0,148909000.0,0.10099999999999999,-8922000.0,-1095000.0,1109970370.0,-0.541,1.817,-265.163,5.517,303275000.0,961061370.0,0.011000000000000001,-0.023,23110000.0,155959000.0,-21553000.0,610985000.0,680592000.0,-0.02046367750435772,-0.01837077132849049,-0.08016850582524894,22.526756604512528,139.3297966003418,-3.46,1.98
6/30/2020,ADAP,-0.24,-29880000.0,-30253000.0,-24915000.0,126683000.0,0.257,-27699000.0,-25183000.0,1246820045.0,-59.522,3.0589999999999997,-9.84,559.614,419528000.0,1143444045.0,0.0,-0.184,502000.0,368132000.0,-29855000.0,407585000.0,512201000.0,-0.07330986174662954,-0.05833647337666268,-0.0811665380895983,6.459666681289673,292.61378580729166,28.72,4.35
9/30/2020,ADBE,1.99,955000000.0,1069000000.0,1436000000.0,3767000000.0,0.914,1302000000.0,1310000000.0,233518000000.0,0.29600000000000004,19.937,60.468,18.778,2257000000.0,234477000000.0,0.0,2.7289999999999996,3225000000.0,6059000000.0,1088000000.0,11713000000.0,22414000000.0,0.08153333902501494,0.04260729900954761,0.15761676844363756,466.44333445231115,331.48317769368487,3.54,2.14
6/30/2020,ADI,0.98,362665000.0,419124000.0,557200000.0,1090264000.0,0.8340000000000001,620406000.0,536396000.0,43517318375.0,0.249,3.695,39.137,7.8839999999999995,797461000.0,48020031375.0,0.02,1.454,1456136000.0,8343774000.0,418943000.0,11777560000.0,21599568000.0,0.030792880698548766,0.016790382103938375,0.04346534314088565,110.10107383728027,292.61378580729166,4.63,4.35
9/30/2020,ADM,0.4,225000000.0,402000000.0,-1080000000.0,948000000.0,1.3159999999999998,537000000.0,-1278000000.0,25727429626.0,0.015,1.33,16.191,0.41,8859000000.0,32912429626.0,0.031,-2.278,15126000000.0,32798000000.0,299000000.0,19341000000.0,44795000000.0,0.011633317822242903,0.005022882018082375,0.0068601744008781025,43.84271596272787,331.48317769368487,6.48,2.14
6/30/2020,ADNT,-3.46,-325000000.0,-317000000.0,-455000000.0,1032000000.0,6.438,-187000000.0,-527000000.0,1471168250.0,-0.2,1.177,-2.8569999999999998,0.113,376000000.0,4966168250.0,0.0,-5.612,1626000000.0,7642000000.0,-262000000.0,1250000000.0,9619000000.0,-0.26,-0.033787295976712754,-0.04252813399633604,15.590666723251342,292.61378580729166,11.16,4.35
9/30/2020,ADP,1.4,602100000.0,755400000.0,481900000.0,1613100000.0,6.297000000000001,911400000.0,362200000.0,67834086502.0,0.17300000000000001,11.677999999999999,27.284000000000002,4.657,2485800000.0,68545286502.0,0.023,0.845,3470700000.0,7229500000.0,780300000.0,5808900000.0,42390100000.0,0.10365129370448795,0.014203788148647915,0.08328376789542845,138.815776570638,331.48317769368487,0.86,2.14
6/30/2020,ADS,0.81,38400000.0,174700000.0,495000000.0,4960000000.0,18.805,216000000.0,484600000.0,2144313044.0,0.039,1.857,36.781,0.408,9266200000.0,5694513044.0,0.047,10.181000000000001,979300000.0,13985700000.0,174700000.0,1154600000.0,22867400000.0,0.03325827126277499,0.0016792464381608753,0.00274566164010382,44.9127057393392,292.61378580729166,2.22,4.35
6/30/2020,ADSK,0.45,98200000.0,146100000.0,91200000.0,1439800000.0,84.398,176100000.0,63200000.0,57308614477.0,0.10800000000000001,851.54,157.78799999999998,16.185,-415700000.0,57952014477.0,0.0,0.28800000000000003,913100000.0,1251000000.0,146100000.0,67300000.0,5747300000.0,1.4591381872213967,0.017086283994223374,0.07849720223820943,199.4763333638509,292.61378580729166,10.67,4.35
6/30/2020,ADSW,0.07,6200000.0,27700000.0,97000000.0,31400000.0,2.7030000000000003,92000000.0,57100000.0,2737266920.0,0.016,2.8939999999999997,9124.223,1.725,-100200000.0,4509866920.0,0.0,0.631,380300000.0,3473200000.0,27900000.0,945900000.0,3502900000.0,0.006554604080769637,0.0017699620314596477,0.0017850973165956466,31.881000137329107,292.61378580729166,-2.15,4.35
6/30/2020,ADT,-0.14,-106741000.0,51102000.0,378778000.0,45473000.0,4.711,530562000.0,264703000.0,9722825322.0,-0.08,3.48,-14.717,1.834,-585752000.0,19425703322.0,0.066,0.348,1331387000.0,12970367000.0,52693000.0,2794115000.0,15958240000.0,-0.03820207829670576,-0.006688770190196413,-0.008229605222427399,6.537712216377258,292.61378580729166,12.87,4.35
9/30/2017,ADTN,0.33,15898000.0,18318000.0,1446000.0,128253000.0,0.38,23003000.0,-3349000.0,1006326452.0,0.086,1.996,23.666,1.431,294231000.0,904873452.0,0.017,-0.07,185112000.0,465695000.0,19346000.0,504166000.0,695558000.0,0.031533264837374994,0.02285646919451721,0.034138223515390975,20.406521193186446,232.17633132934571,1.69,1.41
6/30/2020,ADUS,0.44,6907000.0,9607000.0,30445000.0,158549000.0,0.336,12702000.0,28522000.0,1587172937.0,0.037000000000000005,3.207,52.172,2.16,202651000.0,1501291937.0,0.0,1.83,184576000.0,152849000.0,9762000.0,494861000.0,660921000.0,0.013957454719608133,0.010450568222223231,0.04518838854032411,87.38950030008951,292.61378580729166,4.35,4.35
6/30/2020,AEE,0.99,243000000.0,354000000.0,404000000.0,8000000.0,2.6310000000000002,670000000.0,-209000000.0,20304995693.0,0.174,2.468,23.973000000000003,3.4930000000000003,-380000000.0,30944995693.0,0.024,-0.846,1398000000.0,38245000000.0,401000000.0,8227000000.0,30016000000.0,0.029536890725659414,0.008095682302771854,0.006353771734867303,71.83598429361979,292.61378580729166,0.9,4.35
12/31/2010,AEGN,0.44,17414000.0,24827000.0,24818000.0,115574000.0,0.506,33084000.0,16521000.0,1018131194.0,0.071,1.681,16.839000000000002,1.113,293091000.0,1007300194.0,0.0,0.419,246016000.0,482150000.0,25323000.0,605806000.0,921787000.0,0.0287451758483739,0.01889156605593266,0.036117390853468836,24.551833375295004,99.15841484069824,3.71,2.89
6/30/2020,AEIS,0.76,29144000.0,35476000.0,38452000.0,380637000.0,1.22,45334000.0,31254000.0,2969490097.0,0.086,4.137,45.62,2.541,586812000.0,3031118097.0,0.0,0.816,339880000.0,931438000.0,33754000.0,717813000.0,1594250000.0,0.040601103630054064,0.018280696252156187,0.031289253820436784,60.35083300272624,292.61378580729166,9.45,4.35
6/30/2020,AEO,-0.08,-13752000.0,-12237000.0,173475000.0,898787000.0,2.636,20656000.0,145983000.0,2192704576.0,-0.016,2.197,-11.828,0.575,741953000.0,3412896576.0,0.021,0.878,883510000.0,3956322000.0,-19230000.0,997900000.0,3627976000.0,-0.013780939973945285,-0.0037905432670998925,-0.003475955698247008,9.547537891070046,292.61378580729166,7.56,4.35
9/30/2020,AEP,1.51,748600000.0,943200000.0,1176000000.0,463800000.0,2.847,1683300000.0,-269500000.0,44873317181.0,0.184,2.2030000000000003,23.395,3.0069999999999997,-4709000000.0,77800617181.0,0.031,-0.5429999999999999,4066400000.0,102517000000.0,1038700000.0,20365900000.0,78689300000.0,0.03675752115055068,0.009513364587053132,0.007302203536974356,81.45502332051596,331.48317769368487,1.93,2.14
6/30/2019,AERI,-1.04,-47164000.0,-46075000.0,-36470000.0,109363000.0,0.503,-42723000.0,-38649000.0,1052927450.0,-2.978,6.76,-4.539,21.734,92995000.0,962296450.0,0.0,-0.851,15835000.0,82395000.0,-47164000.0,155758000.0,234141000.0,-0.3028030662951502,-0.20143417855053153,-0.5724133745979731,38.06050001780192,280.06561889648435,-14.13,1.08
6/30/2020,AES,-0.12,-83000000.0,481000000.0,447000000.0,1781000000.0,12.154000000000002,519000000.0,61000000.0,10243019679.0,-0.037000000000000005,4.16,53.073,1.0659999999999998,518000000.0,29835019679.0,0.037000000000000005,0.092,2217000000.0,47085000000.0,248000000.0,2462000000.0,34566000000.0,-0.033712428919577576,-0.0024012034947636404,-0.0017627694594881597,12.905398956934615,292.61378580729166,4.14,4.35
9/30/2018,AET,3.05,1000000000.0,1452000000.0,-700000000.0,6769000000.0,2.1069999999999998,1596000000.0,-817000000.0,64710610000.0,0.065,3.5380000000000003,17.656,1.057,2701000000.0,66098610000.0,0.01,-2.495,15484000000.0,30187000000.0,1460000000.0,18291000000.0,57103000000.0,0.05467169646274124,0.017512214769801936,0.03312684268062411,195.34228413899743,273.4200927734375,2.09,0.07
6/30/2020,AGCO,0.93,69700000.0,87300000.0,213700000.0,404400000.0,1.891,172700000.0,156900000.0,5146134805.0,0.035,1.923,95.831,0.601,1263200000.0,6636534805.0,0.009000000000000001,2.095,2006800000.0,4944100000.0,107100000.0,2676100000.0,7778000000.0,0.026045364522999888,0.008961172537927487,0.014097611294269938,52.36039962768554,292.61378580729166,5.8,4.35
6/30/2020,AGIO,-1.31,-90478000.0,-90196000.0,-67797000.0,295858000.0,0.748,-85814000.0,-72030000.0,3279273486.0,-2.423,5.872000000000001,-9.666,17.639,782002000.0,3343719486.0,0.0,-1.045,37347000.0,976234000.0,-90478000.0,558465000.0,976141000.0,-0.16201194345214115,-0.09268947826184946,-0.09268064828719344,46.799166679382324,292.61378580729166,7.04,4.35
9/30/2012,AGP,0.66,31732000.0,66526000.0,273105000.0,786084000.0,1.181,80442000.0,253033000.0,4678862168.0,0.013000000000000001,3.279,36.097,0.578,136079000.0,4370336168.0,0.0,5.277,2453617000.0,1320134000.0,66526000.0,1426945000.0,3112352000.0,0.02223771764153489,0.010195504878625554,0.024036953824384494,88.4920001015067,119.28542671203613,2.79,2.07
9/30/2020,AGR,0.28,87000000.0,165000000.0,208000000.0,101000000.0,1.3,443000000.0,-387000000.0,15246544371.0,0.059000000000000004,1.002,23.897,2.436,-2261000000.0,24094544371.0,0.036000000000000004,-1.25,1470000000.0,36878000000.0,188000000.0,15223000000.0,35640000000.0,0.005715036457991198,0.002441077441077441,0.0023591301046694507,48.17548433939615,331.48317769368487,4.28,2.14
6/30/2018,AGS,-0.15,-5310000.0,12029000.0,22497000.0,28229000.0,4.053999999999999,30057000.0,9436000.0,1013795610.0,-0.073,7.292000000000001,-36.922,4.027,70569000.0,1485327610.0,0.0,0.268,72822000.0,637883000.0,10590000.0,139028000.0,702591000.0,-0.03819374514486291,-0.0075577398514925466,-0.008324410589402758,23.433833408355714,258.16588694254557,8.42,1.7
12/31/2016,AGX,1.33,20351000.0,29770000.0,73733000.0,167198000.0,1.206,31345000.0,73403000.0,1088786618.0,0.098,3.733,15.482000000000001,1.6130000000000002,237225000.0,921588618.0,0.013999999999999999,4.784,206760000.0,83231000.0,30335000.0,291632000.0,644247000.0,0.06978315136884841,0.03158881609072297,0.24451226105657747,56.04156201680501,202.62629496256508,7.46,1.99
3/31/2018,AHGP,1.73,103720000.0,159646000.0,224311000.0,30700000.0,1.541,114568000.0,172793000.0,1594151690.0,0.22699999999999998,2.449,6.792000000000001,0.89,38040000.0,2069736690.0,0.10400000000000001,2.886,457036000.0,2326592000.0,114568000.0,651040000.0,2244768000.0,0.15931432784467928,0.046205220316754336,0.044580227216460815,25.799588648478192,259.3767046610514,-5.07,-1.57
9/30/2020,AIMC,0.59,38300000.0,65400000.0,88100000.0,238700000.0,1.187,98100000.0,81100000.0,2750993075.0,0.087,1.4509999999999998,-142.539,1.604,424300000.0,4047593075.0,0.01,1.255,437800000.0,2107600000.0,65700000.0,1895800000.0,4145900000.0,0.020202553011921087,0.009238042403338238,0.01817232871512621,37.140899689992274,331.48317769368487,6.57,2.14
9/30/2020,AIN,0.92,29589000.0,38773000.0,39659000.0,215304000.0,0.992,59799000.0,30310000.0,1598850000.0,0.14,2.141,15.957,1.7169999999999999,501726000.0,1801558000.0,0.015,0.937,211999000.0,1281923000.0,41517000.0,746809000.0,1490692000.0,0.0396205723283999,0.01984917072071226,0.02308172955785956,51.40576597849528,331.48317769368487,1.72,2.14
12/31/2019,AIR,0.41,14200000.0,28100000.0,14500000.0,52700000.0,0.904,33100000.0,8800000.0,1811319747.0,0.025,1.965,452.83,0.825,665700000.0,2038719747.0,0.006,0.252,560900000.0,1446400000.0,22100000.0,921700000.0,1754900000.0,0.015406314419008355,0.008091629152658271,0.009817477876106194,43.390214411417645,303.3311864217123,3.22,2.99
9/30/2020,AIT,0.9,34784000.0,52308000.0,81842000.0,271060000.0,1.54,67563000.0,78438000.0,2382964431.0,0.047,2.6910000000000003,118.988,0.76,722283000.0,2983382431.0,0.021,2.026,747807000.0,1560650000.0,52485000.0,885406000.0,2249253000.0,0.0392859321034644,0.015464689832579972,0.022288149168615642,60.90222161610921,331.48317769368487,-1.48,2.14
9/30/2020,AJG,0.92,176600000.0,319300000.0,585400000.0,3474800000.0,2.772,380300000.0,564700000.0,19945714620.0,0.096,3.4560000000000004,25.733,2.841,1083100000.0,21347114620.0,0.017,2.9360000000000004,1849100000.0,5071900000.0,246400000.0,5771700000.0,21814900000.0,0.03059757090631876,0.008095384347395587,0.03481929848774621,103.85115127563476,331.48317769368487,1.51,2.14
9/30/2020,AJRD,0.4,31700000.0,56500000.0,11000000.0,1013000000.0,3.0269999999999997,63000000.0,-3800000.0,2803699208.0,0.06,3.955,21.973000000000003,1.375,687600000.0,2458099208.0,0.0,-0.049,527700000.0,1378700000.0,47900000.0,708900000.0,2854800000.0,0.044717167442516574,0.011104105366400448,0.022992674258359325,40.612500190734856,331.48317769368487,0.43,2.14
6/30/2020,AKAM,1.0,161915000.0,190429000.0,298691000.0,572288000.0,0.85,313415000.0,178452000.0,17770624918.0,0.204,4.552,32.784,5.843999999999999,1535577000.0,19883429918.0,0.0,1.099,794715000.0,6889926000.0,197835000.0,3904295000.0,7224798000.0,0.04147099540377969,0.02241100720047813,0.023500252397485835,100.89050025939942,292.61378580729166,3.78,4.35
6/30/2020,AKBA,-1.28,-175751000.0,-173819000.0,37220000.0,245406000.0,1.013,-164339000.0,37175000.0,1529196733.0,-1.95,4.13,-3.966,4.496,253328000.0,1384990733.0,0.0,0.272,90142000.0,192657000.0,-173443000.0,370260000.0,745174000.0,-0.4746691514071193,-0.23585229758418838,-0.9122481923833549,10.521833388010661,292.61378580729166,14.86,4.35
6/30/2020,AKCA,-0.49,-49577000.0,-51091000.0,-33423000.0,135744000.0,0.102,-48286000.0,-33772000.0,1105392975.0,-2.2159999999999997,2.3080000000000003,-26.624000000000002,3.284,392992000.0,983193975.0,0.0,-0.33299999999999996,22377000.0,290430000.0,-50182000.0,479028000.0,527937000.0,-0.10349499402957656,-0.09390703815038537,-0.17070206245911235,15.490500020980836,292.61378580729166,-7.44,4.35
6/30/2020,ALB,0.81,85624000.0,112200000.0,52863000.0,736696000.0,1.482,176748000.0,-151599000.0,9423317825.0,0.11199999999999999,2.342,21.5,2.792,871606000.0,12246821825.0,0.017,-1.426,764049000.0,9658835000.0,118907000.0,4024472000.0,10170253000.0,0.021275834444866307,0.008419062927933062,0.008864837218981379,68.16431617736815,292.61378580729166,10.42,4.35
6/30/2020,ALE,0.39,20100000.0,12700000.0,55700000.0,25700000.0,1.469,82000000.0,-209900000.0,3000258799.0,0.083,1.324,17.933,2.614,-504700000.0,4865258799.0,0.042,-4.052,243200000.0,6897700000.0,27500000.0,2265700000.0,5760400000.0,0.00887143046299157,0.0034893410179848623,0.0029140148165330473,55.84098307291666,292.61378580729166,0.27,4.35
12/31/2018,ALEX,-1.94,-136600000.0,90400000.0,272200000.0,234900000.0,0.8390000000000001,-98700000.0,220100000.0,1653069858.0,-0.456,1.375,-22.959,2.565,51300000.0,2196269858.0,0.0,3.065,299600000.0,2505500000.0,-109900000.0,1202600000.0,2225200000.0,-0.11358722767337436,-0.061387740427826715,-0.05452005587707044,19.2697904586792,258.4602567036946,1.26,-1.81
9/30/2020,ALG,1.7,20033000.0,30923000.0,77265000.0,93515000.0,0.9390000000000001,41716000.0,75118000.0,1413285675.0,0.069,2.335,24.318,1.203,409475000.0,1693859675.0,0.004,6.372000000000001,291759000.0,907411000.0,30896000.0,605213000.0,1173459000.0,0.03310074304418444,0.017071751122109933,0.022077096266190293,106.58169403076172,331.48317769368487,4.88,2.14
9/30/2020,ALGN,1.77,139371000.0,177069000.0,211072000.0,615532000.0,0.455,214702000.0,189817000.0,33596575023.0,0.19,11.075,19.329,14.689,351453000.0,33046561023.0,0.0,2.408,734144000.0,2187337000.0,184545000.0,3033471000.0,4415091000.0,0.04594439834763543,0.031566959775008036,0.0637172049848743,307.10083160400393,331.48317769368487,6.68,2.14
